item_type,holding_cost,asl,item_code,orig_item,penalty_cost
Raw Material,0.0,87,1079,1079,0.0
Raw Material,0.0,87,1079,1079,0.0
Raw Material,0.0,87,1079,1079,0.0
Raw Material,0.0,120,2003,2003,0.0
Raw Material,0.0,120,2003,2003,0.0
Raw Material,0.0,44,2436,2436,0.0
Raw Material,0.0,44,2436,2436,0.0
Raw Material,0.0,92,1400,1400,0.0
Raw Material,0.0,92,1400,1400,0.0
Raw Material,0.0,92,1400,1400,0.0
Raw Material,0.0,44,658,658,0.0
Raw Material,0.0,92,1389,1389,0.0
Raw Material,0.0,92,1389,1389,0.0
Raw Material,0.0,92,1389,1389,0.0
Raw Material,0.0,114,3645,3645,0.0
Raw Material,0.0,42,3160,3160,0.0
Raw Material,0.0,42,3160,3160,0.0
Raw Material,0.0,86,1386,1386,0.0
Raw Material,0.0,86,1386,1386,0.0
Raw Material,0.0,86,1386,1386,0.0
Raw Material,0.0,86,1386,1386,0.0
Order Only,0.0,30,468,468,0.0
Order Only,0.0,30,468,468,0.0
Raw Material,0.0,92,2735,2735,0.0
Raw Material,0.0,92,2735,2735,0.0
Raw Material,0.0,92,2735,2735,0.0
Raw Material,0.0,240,3319,3319,0.0
Raw Material,0.0,122,1142,1142,0.0
Raw Material,0.0,302,3473,3473,0.0
Raw Material,0.0,32,755,755,0.0
Raw Material,0.0,120,1882,1882,0.0
Raw Material,0.0,31,756,756,0.0
Raw Material,0.0,360,3368,3368,0.0
Raw Material,0.0,32,4002,4002,0.0
Raw Material,0.0,122,2268,2268,0.0
Raw Material,0.0,122,2268,2268,0.0
Raw Material,0.0,121,4134,4134,0.0
Normal,0.001,30,789,789,1.0
Raw Material,0.0,122,2133,2133,0.0
Raw Material,0.0,122,2133,2133,0.0
Raw Material,0.0,122,2133,2133,0.0
Raw Material,0.0,120,1883,1883,0.0
Raw Material,0.0,120,1883,1883,0.0
Raw Material,0.0,120,1883,1883,0.0
Raw Material,0.0,120,1883,1883,0.0
Raw Material,0.0,86,2579,2579,0.0
Raw Material,0.0,86,2579,2579,0.0
Raw Material,0.0,86,2579,2579,0.0
Raw Material,0.0,92,1114,1114,0.0
Raw Material,0.0,92,1114,1114,0.0
Raw Material,0.0,92,1114,1114,0.0
Raw Material,0.0,92,1114,1114,0.0
Raw Material,0.0,30,3238,3238,0.0
Raw Material,0.0,360,3471,3471,0.0
Raw Material,0.0,58,1794,1794,0.0
Raw Material,0.0,58,1794,1794,0.0
Type4 Component,0.001,30,229,229,1.0
Type4 Component,0.001,30,229,229,1.0
Raw Material,0.0,92,2830,2830,0.0
Raw Material,0.0,70,930,930,0.0
Raw Material,0.0,62,848,848,0.0
Raw Material,0.0,360,3381,3381,0.0
Raw Material,0.0,92,2703,2703,0.0
Order Only,0.001,30,3947,3947,1.0
Raw Material,0.0,37,2382,2382,0.0
Raw Material,0.0,86,1697,1697,0.0
Raw Material,0.0,86,1697,1697,0.0
Raw Material,0.0,86,1697,1697,0.0
Raw Material,0.0,360,3365,3365,0.0
Raw Material,0.0,32,3158,3158,0.0
Raw Material,0.0,37,2940,2940,0.0
Raw Material,0.0,86,934,934,0.0
Raw Material,0.0,86,934,934,0.0
Raw Material,0.0,86,934,934,0.0
Raw Material,0.0,86,934,934,0.0
Raw Material,0.0,360,2811,2811,0.0
Raw Material,0.0,360,2811,2811,0.0
Raw Material,0.0,360,2811,2811,0.0
Raw Material,0.0,92,887,887,0.0
Raw Material,0.0,92,887,887,0.0
Raw Material,0.0,92,887,887,0.0
Raw Material,0.0,120,2071,2071,0.0
Raw Material,0.0,120,2071,2071,0.0
Raw Material,0.0,120,2071,2071,0.0
Raw Material,0.0,120,2071,2071,0.0
Raw Material,0.0,92,1404,1404,0.0
Raw Material,0.0,92,1404,1404,0.0
Raw Material,0.0,92,1404,1404,0.0
Raw Material,0.0,92,1404,1404,0.0
Raw Material,0.0,51,2470,2470,0.0
Raw Material,0.0,92,1443,1443,0.0
Raw Material,0.0,92,1443,1443,0.0
Raw Material,0.0,201,2838,2838,0.0
Raw Material,0.0,120,1970,1970,0.0
Raw Material,0.0,120,1970,1970,0.0
Raw Material,0.0,120,1970,1970,0.0
Raw Material,0.0,120,1970,1970,0.0
Raw Material,0.0,120,1957,1957,0.0
Raw Material,0.0,92,1445,1445,0.0
Raw Material,0.0,121,1659,1659,0.0
Raw Material,0.0,121,1659,1659,0.0
Raw Material,0.0,121,1659,1659,0.0
Raw Material,0.0,120,1886,1886,0.0
Raw Material,0.0,120,1886,1886,0.0
Raw Material,0.0,120,1886,1886,0.0
Order Only,0.001,30,581,581,1.0
Raw Material,0.0,37,3141,3141,0.0
Raw Material,0.0,47,3005,3005,0.0
Raw Material,0.0,47,3005,3005,0.0
Raw Material,0.0,47,3005,3005,0.0
Raw Material,0.0,87,1258,1258,0.0
Raw Material,0.0,87,1258,1258,0.0
Raw Material,0.0,87,1258,1258,0.0
Raw Material,0.0,100,1859,1859,0.0
Raw Material,0.0,100,1859,1859,0.0
Raw Material,0.0,100,1859,1859,0.0
Raw Material,0.0,100,1859,1859,0.0
Raw Material,0.0,72,3472,3472,0.0
Raw Material,0.0,72,3472,3472,0.0
Raw Material,0.0,44,2472,2472,0.0
Raw Material,0.0,44,2472,2472,0.0
Raw Material,0.0,44,2472,2472,0.0
Raw Material,0.0,120,1889,1889,0.0
Raw Material,0.0,120,1889,1889,0.0
Raw Material,0.0,120,1889,1889,0.0
Raw Material,0.0,182,3439,3439,0.0
Raw Material,0.0,44,2473,2473,0.0
Raw Material,0.0,44,2473,2473,0.0
Raw Material,0.0,44,2473,2473,0.0
Raw Material,0.0,114,1890,1890,0.0
Raw Material,0.0,114,1890,1890,0.0
Raw Material,0.0,114,1890,1890,0.0
Raw Material,0.0,114,3331,3331,0.0
Raw Material,0.0,114,3331,3331,0.0
Raw Material,0.0,92,2769,2769,0.0
Raw Material,0.0,86,1032,1032,0.0
Raw Material,0.0,86,1032,1032,0.0
Raw Material,0.0,86,1032,1032,0.0
Raw Material,0.0,360,3372,3372,0.0
Raw Material,0.0,122,2287,2287,0.0
Raw Material,0.0,122,2287,2287,0.0
Raw Material,0.0,122,3776,3776,0.0
Raw Material,0.0,122,2168,2168,0.0
Raw Material,0.0,122,2168,2168,0.0
Raw Material,0.0,122,2168,2168,0.0
Raw Material,0.0,47,678,678,0.0
Raw Material,0.0,360,2604,2604,0.0
Raw Material,0.0,23,3283,3283,0.0
Raw Material,0.0,23,3283,3283,0.0
Raw Material,0.0,23,3283,3283,0.0
Raw Material,0.0,92,1554,1554,0.0
Raw Material,0.0,92,1554,1554,0.0
Raw Material,0.0,92,1554,1554,0.0
Raw Material,0.0,92,1323,1323,0.0
Raw Material,0.0,92,1323,1323,0.0
Raw Material,0.0,92,1323,1323,0.0
Raw Material,0.0,30,2867,2867,0.0
Raw Material,0.0,30,2867,2867,0.0
Raw Material,0.0,30,2867,2867,0.0
Raw Material,0.0,62,2862,2862,0.0
Raw Material,0.0,122,2140,2140,0.0
Raw Material,0.0,44,2388,2388,0.0
Raw Material,0.0,32,3384,3384,0.0
Order Only,0.003,30,225,225,3.0
Raw Material,0.0,92,1504,1504,0.0
Raw Material,0.0,92,1504,1504,0.0
Raw Material,0.0,58,2434,2434,0.0
Raw Material,0.0,121,2005,2005,0.0
Raw Material,0.0,121,2005,2005,0.0
Raw Material,0.0,32,2968,2968,0.0
Raw Material,0.0,58,1675,1675,0.0
Raw Material,0.0,58,1675,1675,0.0
Raw Material,0.0,58,1675,1675,0.0
Raw Material,0.0,58,1675,1675,0.0
Raw Material,0.0,122,3504,3504,0.0
Raw Material,0.0,122,3504,3504,0.0
Raw Material,0.0,122,3504,3504,0.0
Raw Material,0.0,32,2366,2366,0.0
Raw Material,0.0,32,2954,2954,0.0
Raw Material,0.0,77,1892,1892,0.0
Raw Material,0.0,114,1724,1724,0.0
Raw Material,0.0,114,1724,1724,0.0
Raw Material,0.0,114,1724,1724,0.0
Raw Material,0.0,114,1724,1724,0.0
Raw Material,0.0,79,2697,2697,0.0
Raw Material,0.0,79,2697,2697,0.0
Raw Material,0.0,79,2697,2697,0.0
Raw Material,0.0,79,2697,2697,0.0
Raw Material,0.0,92,1461,1461,0.0
Raw Material,0.0,92,1461,1461,0.0
Raw Material,0.0,92,1461,1461,0.0
Raw Material,0.0,92,1463,1463,0.0
Raw Material,0.0,122,1166,1166,0.0
Raw Material,0.0,122,2244,2244,0.0
Raw Material,0.0,122,2244,2244,0.0
Raw Material,0.0,122,2244,2244,0.0
Raw Material,0.0,122,2244,2244,0.0
Raw Material,0.0,92,1167,1167,0.0
Raw Material,0.0,92,1167,1167,0.0
Raw Material,0.0,92,1167,1167,0.0
Raw Material,0.0,30,3248,3248,0.0
Raw Material,0.0,122,2227,2227,0.0
Raw Material,0.0,122,2227,2227,0.0
Raw Material,0.0,122,2227,2227,0.0
Raw Material,0.0,122,2227,2227,0.0
Raw Material,0.0,182,3440,3440,0.0
Raw Material,0.0,182,3360,3360,0.0
Raw Material,0.0,77,1895,1895,0.0
Raw Material,0.0,77,1895,1895,0.0
Raw Material,0.0,77,1895,1895,0.0
Raw Material,0.0,77,1895,1895,0.0
Raw Material,0.0,120,1896,1896,0.0
Raw Material,0.0,120,1896,1896,0.0
Raw Material,0.0,120,1896,1896,0.0
Raw Material,0.0,120,1896,1896,0.0
Raw Material,0.0,32,3220,3220,0.0
Raw Material,0.0,30,3249,3249,0.0
Raw Material,0.0,32,2924,2924,0.0
Normal,0.002,30,249,249,2.0
Raw Material,0.0,32,3222,3222,0.0
Raw Material,0.0,92,1531,1531,0.0
Raw Material,0.0,92,1533,1533,0.0
Order Only,0.0,30,472,472,0.0
Order Only,0.0,30,472,472,0.0
Raw Material,0.0,58,2498,2498,0.0
Raw Material,0.0,114,1913,1913,0.0
Raw Material,0.0,114,1913,1913,0.0
Raw Material,0.0,58,2063,2063,0.0
Raw Material,0.0,72,1761,1761,0.0
Order Only,0.001,30,3979,3979,1.0
Order Only,0.001,30,3948,3948,1.0
Raw Material,0.0,92,1417,1417,0.0
Raw Material,0.0,92,1417,1417,0.0
Raw Material,0.0,92,1417,1417,0.0
Raw Material,0.0,92,1417,1417,0.0
Raw Material,0.0,122,2180,2180,0.0
Raw Material,0.0,100,1907,1907,0.0
Raw Material,0.0,100,1907,1907,0.0
Raw Material,0.0,100,1907,1907,0.0
Raw Material,0.0,100,1907,1907,0.0
Raw Material,0.0,92,2884,2884,0.0
Raw Material,0.0,92,2884,2884,0.0
Raw Material,0.0,92,940,940,0.0
Raw Material,0.0,47,4001,4001,0.0
Raw Material,0.0,92,2881,2881,0.0
Raw Material,0.0,92,2881,2881,0.0
Normal,0.003,30,244,244,3.0
Raw Material,0.0,91,1997,1997,0.0
Order Only,0.001,30,4040,4040,1.0
Raw Material,0.0,360,3685,3685,0.0
Order Only,0.001,30,467,467,1.0
Order Only,0.001,30,467,467,1.0
Raw Material,0.0,92,1467,1467,0.0
Raw Material,0.0,92,1467,1467,0.0
Raw Material,0.0,92,1467,1467,0.0
Raw Material,0.0,32,3299,3299,0.0
Raw Material,0.0,92,1170,1170,0.0
Raw Material,0.0,92,1170,1170,0.0
Raw Material,0.0,92,1170,1170,0.0
Raw Material,0.0,92,1170,1170,0.0
Raw Material,0.0,144,3723,3723,0.0
Raw Material,0.0,77,1897,1897,0.0
Raw Material,0.0,92,1471,1471,0.0
Raw Material,0.0,92,1471,1471,0.0
Raw Material,0.0,92,1471,1471,0.0
Raw Material,0.0,92,1471,1471,0.0
Raw Material,0.0,77,1899,1899,0.0
Order Only,0.002,30,246,246,2.0
Raw Material,0.0,100,1753,1753,0.0
Raw Material,0.0,152,2251,2251,0.0
Raw Material,0.0,47,2552,2552,0.0
Raw Material,0.0,52,672,672,0.0
Raw Material,0.0,37,2986,2986,0.0
Raw Material,0.0,182,2638,2638,0.0
Raw Material,0.0,92,1537,1537,0.0
Raw Material,0.0,92,1537,1537,0.0
Raw Material,0.0,91,1783,1783,0.0
Raw Material,0.0,91,1783,1783,0.0
Raw Material,0.0,91,1783,1783,0.0
Raw Material,0.0,72,2639,2639,0.0
Raw Material,0.0,72,2639,2639,0.0
Raw Material,0.0,72,2639,2639,0.0
Raw Material,0.0,92,2891,2891,0.0
Raw Material,0.0,92,2891,2891,0.0
Raw Material,0.0,360,3464,3464,0.0
Raw Material,0.0,100,2143,2143,0.0
Raw Material,0.0,62,1797,1797,0.0
Raw Material,0.0,92,2089,2089,0.0
Raw Material,0.0,92,2089,2089,0.0
Raw Material,0.0,92,969,969,0.0
Raw Material,0.0,92,969,969,0.0
Raw Material,0.0,92,969,969,0.0
Raw Material,0.0,92,1796,1796,0.0
Raw Material,0.0,92,1796,1796,0.0
Raw Material,0.0,92,1796,1796,0.0
Raw Material,0.0,92,1796,1796,0.0
Raw Material,0.0,72,942,942,0.0
Order Only,0.001,30,3932,3932,1.0
Raw Material,0.0,100,2183,2183,0.0
Raw Material,0.0,100,2183,2183,0.0
Raw Material,0.0,100,2183,2183,0.0
Raw Material,0.0,100,2183,2183,0.0
Raw Material,0.0,121,4160,4160,0.0
Raw Material,0.0,92,1432,1432,0.0
Raw Material,0.0,92,1432,1432,0.0
Raw Material,0.0,58,2435,2435,0.0
Raw Material,0.0,37,3187,3187,0.0
Raw Material,0.0,37,3188,3188,0.0
Raw Material,0.0,100,3636,3636,0.0
Raw Material,0.0,100,3636,3636,0.0
Raw Material,0.0,92,1458,1458,0.0
Raw Material,0.0,92,1458,1458,0.0
Raw Material,0.0,92,1458,1458,0.0
Raw Material,0.0,86,3607,3607,0.0
Raw Material,0.0,39,4203,4203,0.0
Raw Material,0.0,100,2020,2020,0.0
Raw Material,0.0,100,2020,2020,0.0
Raw Material,0.0,62,31,31,0.0
Raw Material,0.0,77,1902,1902,0.0
Raw Material,0.0,86,3637,3637,0.0
Raw Material,0.0,86,3637,3637,0.0
Raw Material,0.0,86,3637,3637,0.0
Raw Material,0.0,86,3637,3637,0.0
Raw Material,0.0,37,2411,2411,0.0
Raw Material,0.0,360,774,774,0.0
Raw Material,0.0,42,3047,3047,0.0
Raw Material,0.0,92,872,872,0.0
Raw Material,0.0,92,872,872,0.0
Raw Material,0.0,92,872,872,0.0
Raw Material,0.0,92,872,872,0.0
Raw Material,0.0,122,1039,1039,0.0
Raw Material,0.0,122,1039,1039,0.0
Raw Material,0.0,122,1039,1039,0.0
Raw Material,0.0,122,1039,1039,0.0
Raw Material,0.0,122,2132,2132,0.0
Raw Material,0.0,122,1042,1042,0.0
Raw Material,0.0,122,1042,1042,0.0
Raw Material,0.0,122,1539,1539,0.0
Raw Material,0.0,360,3374,3374,0.0
Raw Material,0.0,122,1068,1068,0.0
Raw Material,0.0,92,2733,2733,0.0
Raw Material,0.0,92,2733,2733,0.0
Raw Material,0.0,92,2733,2733,0.0
Raw Material,0.0,92,1544,1544,0.0
Raw Material,0.0,37,3152,3152,0.0
Raw Material,0.0,92,1509,1509,0.0
Raw Material,0.0,92,1509,1509,0.0
Raw Material,0.0,92,1509,1509,0.0
Raw Material,0.0,79,682,682,0.0
Raw Material,0.0,100,2099,2099,0.0
Raw Material,0.0,30,3239,3239,0.0
Raw Material,0.0,58,2316,2316,0.0
Raw Material,0.0,360,3534,3534,0.0
Raw Material,0.0,360,3534,3534,0.0
Raw Material,0.0,360,3534,3534,0.0
Raw Material,0.0,44,2389,2389,0.0
Raw Material,0.0,44,2389,2389,0.0
Raw Material,0.0,121,4121,4121,0.0
Raw Material,0.0,120,1874,1874,0.0
Raw Material,0.0,120,1874,1874,0.0
Raw Material,0.0,120,1874,1874,0.0
Order Only,0.001,30,3906,3906,1.0
Raw Material,0.0,86,3608,3608,0.0
Raw Material,0.0,86,3608,3608,0.0
Raw Material,0.0,86,3608,3608,0.0
Raw Material,0.0,47,2492,2492,0.0
Raw Material,0.0,121,1828,1828,0.0
Raw Material,0.0,121,1828,1828,0.0
Raw Material,0.0,121,1828,1828,0.0
Raw Material,0.0,121,1828,1828,0.0
Raw Material,0.0,122,1466,1466,0.0
Raw Material,0.0,122,1466,1466,0.0
Raw Material,0.0,122,1466,1466,0.0
Raw Material,0.0,122,1466,1466,0.0
Raw Material,0.0,122,2246,2246,0.0
Raw Material,0.0,360,2835,2835,0.0
Raw Material,0.0,37,2412,2412,0.0
Raw Material,0.0,100,1819,1819,0.0
Raw Material,0.0,100,1819,1819,0.0
Raw Material,0.0,100,1819,1819,0.0
Raw Material,0.0,92,890,890,0.0
Raw Material,0.0,92,890,890,0.0
Raw Material,0.0,92,890,890,0.0
Raw Material,0.0,92,890,890,0.0
Raw Material,0.0,92,1482,1482,0.0
Raw Material,0.0,92,1056,1056,0.0
Raw Material,0.0,122,3514,3514,0.0
Raw Material,0.0,92,1066,1066,0.0
Raw Material,0.0,92,1066,1066,0.0
Raw Material,0.0,92,1066,1066,0.0
Raw Material,0.0,92,1066,1066,0.0
Raw Material,0.0,360,2753,2753,0.0
Raw Material,0.0,122,2049,2049,0.0
Raw Material,0.0,122,2049,2049,0.0
Raw Material,0.0,122,2049,2049,0.0
Raw Material,0.0,32,3189,3189,0.0
Raw Material,0.0,72,659,659,0.0
Raw Material,0.0,502,3542,3542,0.0
Raw Material,0.0,44,666,666,0.0
Raw Material,0.0,44,666,666,0.0
Raw Material,0.0,37,2963,2963,0.0
Raw Material,0.0,62,1693,1693,0.0
Raw Material,0.0,62,1693,1693,0.0
Raw Material,0.0,62,1693,1693,0.0
Raw Material,0.0,92,1148,1148,0.0
Raw Material,0.0,92,1148,1148,0.0
Raw Material,0.0,92,1148,1148,0.0
Raw Material,0.0,92,1148,1148,0.0
Raw Material,0.0,92,896,896,0.0
Raw Material,0.0,120,1914,1914,0.0
Raw Material,0.0,360,3552,3552,0.0
Raw Material,0.0,87,1576,1576,0.0
Raw Material,0.0,92,2961,2961,0.0
Raw Material,0.0,360,3748,3748,0.0
Raw Material,0.0,30,3240,3240,0.0
Raw Material,0.0,23,2319,2319,0.0
Raw Material,0.0,30,3242,3242,0.0
Raw Material,0.0,77,3340,3340,0.0
Raw Material,0.0,360,2761,2761,0.0
Raw Material,0.0,30,3243,3243,0.0
Raw Material,0.0,122,2136,2136,0.0
Raw Material,0.0,122,2136,2136,0.0
Raw Material,0.0,122,2136,2136,0.0
Raw Material,0.0,122,2136,2136,0.0
Raw Material,0.0,37,3151,3151,0.0
Raw Material,0.0,30,3245,3245,0.0
Raw Material,0.0,30,3241,3241,0.0
Raw Material,0.0,30,3246,3246,0.0
Raw Material,0.0,30,3244,3244,0.0
Raw Material,0.0,120,1998,1998,0.0
Raw Material,0.0,120,1998,1998,0.0
Raw Material,0.0,55,2477,2477,0.0
Raw Material,0.0,61,2500,2500,0.0
Raw Material,0.0,61,2500,2500,0.0
Raw Material,0.0,61,2500,2500,0.0
Raw Material,0.0,44,2391,2391,0.0
Raw Material,0.0,58,1689,1689,0.0
Raw Material,0.0,122,3806,3806,0.0
Raw Material,0.0,122,3806,3806,0.0
Raw Material,0.0,87,1124,1124,0.0
Raw Material,0.0,87,1124,1124,0.0
Raw Material,0.0,87,1124,1124,0.0
Raw Material,0.0,44,2392,2392,0.0
Raw Material,0.0,44,2392,2392,0.0
Raw Material,0.0,120,1702,1702,0.0
Raw Material,0.0,120,1702,1702,0.0
Raw Material,0.0,120,1702,1702,0.0
Raw Material,0.0,120,1702,1702,0.0
Raw Material,0.0,86,1705,1705,0.0
Raw Material,0.0,86,1705,1705,0.0
Raw Material,0.0,86,1705,1705,0.0
Raw Material,0.0,86,1705,1705,0.0
Raw Material,0.0,100,2110,2110,0.0
Raw Material,0.0,100,2110,2110,0.0
Raw Material,0.0,100,2110,2110,0.0
Raw Material,0.0,100,2110,2110,0.0
Raw Material,0.0,73,2652,2652,0.0
Raw Material,0.0,32,2999,2999,0.0
Raw Material,0.0,182,13,13,0.0
Raw Material,0.0,32,3190,3190,0.0
Order Only,0.001,30,3900,3900,1.0
Raw Material,0.0,92,1492,1492,0.0
Raw Material,0.0,92,1492,1492,0.0
Raw Material,0.0,92,1492,1492,0.0
Raw Material,0.0,86,3490,3490,0.0
Raw Material,0.0,92,1187,1187,0.0
Raw Material,0.0,92,1187,1187,0.0
Raw Material,0.0,92,1187,1187,0.0
Raw Material,0.0,92,1187,1187,0.0
Raw Material,0.0,58,2493,2493,0.0
Raw Material,0.0,72,660,660,0.0
Raw Material,0.0,360,3593,3593,0.0
Raw Material,0.0,47,2414,2414,0.0
Raw Material,0.0,47,2414,2414,0.0
Raw Material,0.0,47,2414,2414,0.0
Raw Material,0.0,47,2414,2414,0.0
Raw Material,0.0,118,3786,3786,0.0
Raw Material,0.0,92,838,838,0.0
Raw Material,0.0,92,838,838,0.0
Raw Material,0.0,92,838,838,0.0
Raw Material,0.0,92,838,838,0.0
Raw Material,0.0,92,840,840,0.0
Raw Material,0.0,92,840,840,0.0
Raw Material,0.0,92,840,840,0.0
Raw Material,0.0,37,3100,3100,0.0
Raw Material,0.0,120,2021,2021,0.0
Raw Material,0.0,118,3787,3787,0.0
Raw Material,0.0,122,2235,2235,0.0
Raw Material,0.0,122,2235,2235,0.0
Raw Material,0.0,86,3162,3162,0.0
Raw Material,0.0,120,1920,1920,0.0
Raw Material,0.0,120,1920,1920,0.0
Raw Material,0.0,120,1920,1920,0.0
Normal,0.0,30,129,129,0.0
Raw Material,0.0,86,777,777,0.0
Raw Material,0.0,92,1547,1547,0.0
Normal,0.0,30,131,131,0.0
Raw Material,0.0,360,3705,3705,0.0
Raw Material,0.0,360,3705,3705,0.0
Raw Material,0.0,360,3706,3706,0.0
Raw Material,0.0,92,1241,1241,0.0
Raw Material,0.0,92,1241,1241,0.0
Raw Material,0.0,92,1241,1241,0.0
Order Only,0.002,30,232,232,2.0
Raw Material,0.0,58,1921,1921,0.0
Raw Material,0.0,86,3838,3838,0.0
Raw Material,0.0,86,3838,3838,0.0
Raw Material,0.0,86,3838,3838,0.0
Raw Material,0.0,86,3838,3838,0.0
Order Only,0.002,30,234,234,2.0
Order Only,0.002,30,234,234,2.0
Raw Material,0.0,92,1549,1549,0.0
Raw Material,0.0,92,2577,2577,0.0
Raw Material,0.0,92,2577,2577,0.0
Raw Material,0.0,92,2577,2577,0.0
Raw Material,0.0,122,2145,2145,0.0
Raw Material,0.0,122,2145,2145,0.0
Raw Material,0.0,122,2145,2145,0.0
Raw Material,0.0,122,2145,2145,0.0
Raw Material,0.0,92,2588,2588,0.0
Raw Material,0.0,92,2588,2588,0.0
Raw Material,0.0,92,2588,2588,0.0
Raw Material,0.0,122,2086,2086,0.0
Raw Material,0.0,79,2669,2669,0.0
Raw Material,0.0,79,2669,2669,0.0
Raw Material,0.0,79,2669,2669,0.0
Raw Material,0.0,79,2669,2669,0.0
Raw Material,0.0,32,3123,3123,0.0
Raw Material,0.0,32,3031,3031,0.0
Raw Material,0.0,32,3031,3031,0.0
Raw Material,0.0,360,3680,3680,0.0
Raw Material,0.0,156,2698,2698,0.0
Raw Material,0.0,156,2698,2698,0.0
Raw Material,0.0,156,2698,2698,0.0
Raw Material,0.0,156,2698,2698,0.0
Raw Material,0.0,30,3236,3236,0.0
Raw Material,0.0,87,1299,1299,0.0
Raw Material,0.0,87,1299,1299,0.0
Raw Material,0.0,87,1299,1299,0.0
Raw Material,0.0,87,1299,1299,0.0
Raw Material,0.0,122,2589,2589,0.0
Raw Material,0.0,122,2589,2589,0.0
Raw Material,0.0,122,2589,2589,0.0
Raw Material,0.0,122,2589,2589,0.0
Raw Material,0.0,37,3147,3147,0.0
Raw Material,0.0,92,1332,1332,0.0
Raw Material,0.0,92,1332,1332,0.0
Raw Material,0.0,92,1332,1332,0.0
Raw Material,0.0,92,1332,1332,0.0
Raw Material,0.0,100,2193,2193,0.0
Raw Material,0.0,100,2193,2193,0.0
Raw Material,0.0,100,2193,2193,0.0
Raw Material,0.0,121,1707,1707,0.0
Raw Material,0.0,120,1709,1709,0.0
Raw Material,0.0,120,1709,1709,0.0
Raw Material,0.0,120,1709,1709,0.0
Raw Material,0.0,58,2415,2415,0.0
Raw Material,0.0,122,3307,3307,0.0
Raw Material,0.0,58,2494,2494,0.0
Raw Material,0.0,72,2744,2744,0.0
Raw Material,0.0,72,2744,2744,0.0
Raw Material,0.0,72,2744,2744,0.0
Raw Material,0.0,72,2744,2744,0.0
Raw Material,0.0,58,2617,2617,0.0
Raw Material,0.0,58,2617,2617,0.0
Raw Material,0.0,58,2617,2617,0.0
Raw Material,0.0,58,2617,2617,0.0
Raw Material,0.0,121,1981,1981,0.0
Raw Material,0.0,120,1935,1935,0.0
Raw Material,0.0,120,1935,1935,0.0
Raw Material,0.0,120,1935,1935,0.0
Raw Material,0.0,120,1935,1935,0.0
Raw Material,0.0,92,932,932,0.0
Raw Material,0.0,92,932,932,0.0
Raw Material,0.0,92,932,932,0.0
Raw Material,0.0,86,3615,3615,0.0
Raw Material,0.0,177,2745,2745,0.0
Raw Material,0.0,37,3000,3000,0.0
Raw Material,0.0,120,1717,1717,0.0
Raw Material,0.0,120,1717,1717,0.0
Raw Material,0.0,120,1717,1717,0.0
Raw Material,0.0,120,1717,1717,0.0
Raw Material,0.0,121,1982,1982,0.0
Raw Material,0.0,121,1982,1982,0.0
Raw Material,0.0,121,1982,1982,0.0
Raw Material,0.0,121,1982,1982,0.0
Raw Material,0.0,92,2618,2618,0.0
Raw Material,0.0,92,2618,2618,0.0
Raw Material,0.0,92,2618,2618,0.0
Raw Material,0.0,92,1220,1220,0.0
Raw Material,0.0,32,2953,2953,0.0
Raw Material,0.0,92,1222,1222,0.0
Raw Material,0.0,360,2608,2608,0.0
Raw Material,0.0,360,2608,2608,0.0
Raw Material,0.0,360,2608,2608,0.0
Raw Material,0.0,240,2599,2599,0.0
Raw Material,0.0,240,2599,2599,0.0
Raw Material,0.0,240,2599,2599,0.0
Raw Material,0.0,240,2599,2599,0.0
Raw Material,0.0,92,1499,1499,0.0
Raw Material,0.0,92,1499,1499,0.0
Raw Material,0.0,92,1499,1499,0.0
Raw Material,0.0,360,3837,3837,0.0
Raw Material,0.0,360,3837,3837,0.0
Raw Material,0.0,92,2768,2768,0.0
Raw Material,0.0,92,2768,2768,0.0
Raw Material,0.0,58,2427,2427,0.0
Raw Material,0.0,92,1225,1225,0.0
Raw Material,0.0,92,1225,1225,0.0
Raw Material,0.0,92,1225,1225,0.0
Raw Material,0.0,92,1225,1225,0.0
Raw Material,0.0,100,1660,1660,0.0
Raw Material,0.0,100,1660,1660,0.0
Raw Material,0.0,100,1660,1660,0.0
Raw Material,0.0,37,3002,3002,0.0
Raw Material,0.0,92,1227,1227,0.0
Raw Material,0.0,87,1268,1268,0.0
Raw Material,0.0,87,1268,1268,0.0
Raw Material,0.0,87,1268,1268,0.0
Raw Material,0.0,87,1268,1268,0.0
Raw Material,0.0,360,2610,2610,0.0
Raw Material,0.0,58,2428,2428,0.0
Raw Material,0.0,30,640,640,0.0
Raw Material,0.0,92,1301,1301,0.0
Raw Material,0.0,92,1301,1301,0.0
Raw Material,0.0,92,1301,1301,0.0
Raw Material,0.0,87,1294,1294,0.0
Raw Material,0.0,87,1294,1294,0.0
Raw Material,0.0,87,1294,1294,0.0
Raw Material,0.0,87,1294,1294,0.0
Raw Material,0.0,23,4011,4011,0.0
Raw Material,0.0,37,3148,3148,0.0
Raw Material,0.0,360,3366,3366,0.0
Normal,0.001,30,4039,4039,1.0
Raw Material,0.0,87,1334,1334,0.0
Raw Material,0.0,87,1334,1334,0.0
Raw Material,0.0,87,1334,1334,0.0
Raw Material,0.0,87,1334,1334,0.0
Raw Material,0.0,122,3449,3449,0.0
Raw Material,0.0,122,3449,3449,0.0
Raw Material,0.0,65,1012,1012,0.0
Raw Material,0.0,65,1012,1012,0.0
