orig_production_cost,lot_size,fixed_days_supply,lead_time,component_holding_cost,production_cost,min_production,max_production,item_code,plant
0.223680888,1,1,7,0.0105,0.234180888,1,1000000,7411,50
0.035724726,1,14,7,0.0014,0.037124726,1,1000000,7416,50
6.87,12,14,3,0,6.87,60,3000,4114,50
159.0057664,1,7,7,8.4448,167.45056635999998,1,50,1590,10
150.8320493,1,14,7,8.449700000000002,159.2817493,1,50,1592,10
357.9390083,1,10,7,1.8268098799999999,359.7658182,1,60,6991,3
357.9390083,1,10,7,1.8268098799999999,359.7658182,1,60,6991,3
381.9632464,1,10,4,1.04349136,383.0067377,1,60,7000,3
313.9189355,1,10,7,0.90288268,314.8218182,1,50,7084,3
222.3,5,3,4,5.92756176,228.22756176000001,5,260,6609,3
87.41447728,1,5,3,0.13214454,87.54662182,10,300,6686,3
22.69730398,1,5,3,0.07492758,22.77223156,27,300,6562,3
22.69730398,1,5,3,0.07492758,22.77223156,27,300,6562,3
22.49363183,1,5,3,0.10792758,22.60155941,13,182,6563,3
20.10646222,1,7,7,0.17763101999999997,20.28409324,4,58,6564,3
21.19827809,1,3,3,0.07331874,21.27159683,100,500,6579,3
3.256189779,2,3,3,0,3.256189779,50,50,2932,3
3.62303928,2,5,2,0,3.62303928,50,50,2933,3
2.266250472,10,5,3,0,2.266250472,50,100,2720,3
411.93,1,10,3,0,411.93,20,200,4502,3
106.11,1,3,3,0,106.11,50,300,3318,3
50.67,1,3,3,0,50.67,50,1000,2871,3
300.93,1,10,7,0,300.93,1,50,4788,3
0.315664398,1,1,7,0.0105,0.326164398,1,1000000,7410,124
0.301761288,1,1,7,0.0105,0.312261288,1,1000000,7412,124
0.239001486,1,14,7,0.0049,0.243901486,1,1000000,7413,124
313.9189355,1,10,7,0.90288268,314.8218182,1,50,7084,84
300.93,1,10,7,0,300.93,1,50,4788,84
21.78907614,1,5,3,0.07267362,21.86174976,2,100,6586,31
21.78907614,1,5,3,0.07267362,21.86174976,2,100,6586,31
20.76088221,1,3,3,0.04657362,20.80745583,2,176,6587,31
29.67319255,1,5,3,0.46991873999999995,30.14311129,10,80,6588,31
24.6258105,1,7,3,0.0876342,24.7134447,2,50,6591,31
24.3442078,1,3,3,0.045373619999999996,24.38958142,20,396,6598,31
24.3442078,1,3,3,0.045373619999999996,24.38958142,20,396,6598,31
97.14,10,3,4,6.401431359999999,103.5414314,10,160,6599,31
65.43629126,1,5,4,0.2032,65.63949126,2,57,6617,31
74.45975098,1,5,3,0.14867856000000002,74.60842953599999,20,58,6618,31
74.45975098,1,5,3,0.14867856000000002,74.60842953599999,20,58,6618,31
74.45975098,1,5,3,0.14867856000000002,74.60842953599999,20,58,6618,31
67.85409967,1,5,3,0.12248585999999999,67.97658552899999,1,100,6624,31
67.85409967,1,5,3,0.12248585999999999,67.97658552899999,1,100,6624,31
73.49668925,1,5,3,0.11957856,73.61626780499999,18,120,6625,31
73.49668925,1,5,3,0.11957856,73.61626780499999,18,120,6625,31
82.26608476,1,5,4,0.2232,82.48928476,5,100,6626,31
25.512905,1,3,3,0.0480342,25.5609392,2,197,6628,31
244.6472512,1,5,3,1.7708982000000002,246.4181494,20,60,6675,31
244.6472512,1,5,3,1.7708982000000002,246.4181494,20,60,6675,31
81.18,10,3,3,1.95593478,83.13593478000001,30,80,6538,31
85.47,10,3,3,2.05213038,87.52213038,50,150,6539,31
85.47,10,3,3,2.05213038,87.52213038,50,150,6539,31
23.89263323,1,3,3,0.05167362,23.94430685,10,112,6549,31
57.66,10,7,8,3.0689571200000003,60.72895712,10,200,6552,31
106.2,10,5,8,5.557104639999998,111.7571046,10,100,6553,31
106.2,10,5,8,5.557104639999998,111.7571046,10,100,6553,31
47.25,1,5,3,0.6464991,47.8964991,50,300,6565,31
47.25,1,5,8,1.7519976000000002,49.0019976,10,100,6566,31
30.30029308,1,5,3,0.47741873999999995,30.77771182,14,99,6582,31
8.58,6,3,3,0,8.58,1200,1200,3231,31
8.58,6,1,7,0,8.58,240,1200,3232,31
8.58,6,1,7,0,8.58,240,1200,3232,31
8.88,6,3,6,0,8.88,240,1200,3233,31
96.78,1,7,3,0,96.78,50,50,3401,31
109.89,10,5,8,0,109.89,50,200,2849,31
6.87,12,14,3,0,6.87,60,3000,4114,31
128.58,1,3,3,0,128.58,30,200,2736,31
128.58,1,3,3,0,128.58,30,200,2736,31
96.72,1,3,3,0,96.72,30,110,3058,31
68.07,1,3,3,0,68.07,2,500,3059,31
15.33,2,3,3,0,15.33,200,200,3544,31
7.05,12,1,7,0,7.05,1200,3000,3142,31
16.5,2,14,3,0,16.5,100,300,3757,31
7.23,8,3,4,0,7.23,1600,1600,2782,31
10.17,6,3,7,0,10.17,600,1200,3000,31
10.17,6,3,7,0,10.17,600,1200,3000,31
7.74,6,7,3,0,7.74,300,600,3001,31
6.84,8,1,3,0,6.84,1200,2400,2807,31
7.71,6,3,6,0,7.71,120,1104,2860,31
96.42,1,7,3,0,96.42,21,50,2873,31
33.15,1,3,4,0,33.15,50,500,2874,31
33.12,1,7,3,0,33.12,50,170,2904,31
66.33,1,3,4,0,66.33,2,400,2949,31
97.11,1,5,3,0,97.11,50,500,2977,31
85.65,1,3,3,0,85.65,10,400,2978,31
85.65,1,3,3,0,85.65,10,400,2978,31
83.31,1,5,3,0,83.31,1,150,2914,31
68.67,1,3,3,0,68.67,1,700,2917,31
8.04,6,3,4,0,8.04,600,1200,2929,31
6.87,12,14,3,0,6.87,60,3000,4114,111
0.84,56,1,3,0,0.84,56,7000,2992,111
1.35,42,1,3,0,1.35,2100,2100,2993,111
0.6,40,7,3,0,0.6,2000,20000,4498,111
12.72,6,14,3,0,12.72,300,1200,4363,111
9.18,6,14,4,0,9.18,600,600,4365,111
12.96538502,1,3,3,0,12.96538502,200,200,3053,111
16.16737013,1,3,3,0,16.16737013,200,200,3054,111
152.3503227,10,5,3,0,152.3503227,10,100,2688,111
2.504226483,10,5,3,0,2.504226483,40,600,2715,111
0.48,8,7,3,0,0.48,480,480,3542,111
19.2,2,10,3,0,19.2,200,200,3545,111
0.6,40,14,3,0,0.6,40000,40000,4575,111
11.52,6,10,7,0,11.52,600,600,3598,111
8.82,6,3,3,0,8.82,300,1200,3375,111
9.18,6,14,3,0,9.18,600,600,3896,111
12.72,6,14,3,0,12.72,1200,1200,3899,111
7.44,8,3,3,0,7.44,240,600,3133,111
25.41,2,14,4,0,25.41,2,1000,3664,111
6.27,18,1,3,0,6.27,3600,3600,2791,111
7.05,18,3,3,0,7.05,1800,3600,2792,111
7.05,18,3,3,0,7.05,1800,3600,2792,111
3.63,25,3,3,0,3.63,1250,1700,2794,111
3.63,25,3,3,0,3.63,1250,1700,2794,111
3.63,25,1,3,0,3.63,3000,3000,2795,111
3.63,25,1,3,0,3.63,3000,3000,2795,111
3.33,25,1,3,0,3.33,5000,10000,2797,111
7.11,8,1,6,0,7.11,240,2000,2802,111
3.42,25,1,3,0,3.42,10000,10000,2939,111
3.42,25,1,3,0,3.42,10000,10000,2939,111
6.57,18,1,3,0,6.57,3600,4986,2940,111
6.57,18,1,3,0,6.57,3600,4986,2940,111
7.17,18,3,4,0,7.17,2502,2502,2941,111
7.26,9,3,10,0,7.26,270,504,2964,111
5.919172452,1,7,3,0,5.919172452,300,300,2967,111
15.72,10,3,5,0,15.72,600,1200,2931,118
0.39,120,1,3,0,0.39,2400,6000,2719,118
6.72,20,3,3,0,6.72,240,240,2723,118
3.18,24,14,3,0,3.18,96,2400,3034,118
3.18,24,14,3,0,3.18,96,2400,3034,118
2.61,4,5,3,0,2.61,4,400,2700,118
35.9366766,1,5,3,0,35.9366766,50,150,3103,118
0.3,20,3,5,0,0.3,1000,2000,2674,118
10.56,20,3,3,0,10.56,200,200,2879,118
212.4792479,1,5,7,0,212.4792479,100,100,4508,27
8.7467445,10,14,21,0,8.7467445,40,200,2701,27
57.77583416,1,3,21,0,57.77583416,30,30,2682,27
172.5610726,1,3,21,0,172.5610726,100,100,3066,27
