line,shift,i_shift,capacity_type,work_day,max_capacity,set,period,plant
,1.0,1,Point,1.0,105000000.0,174,115,22
,1.0,1,Pcs,1.0,8400.0,185,115,22
,1.0,1,Pcs,1.0,35000.0,189,115,22
,1.0,1,Pcs,1.0,35000.0,191,115,22
,1.0,1,Pcs,1.0,5600.0,204,115,22
,1.0,1,Pcs,1.0,14000.0,4,122,22
,1.0,1,Pcs,1.0,14000.0,23,122,22
,1.0,1,Pcs,1.0,3500.0,25,122,22
,1.0,1,Pcs,1.0,7000.0,31,122,22
,1.0,1,Pcs,1.0,3500.0,154,122,22
,1.0,1,Pcs,1.0,2800.0,159,122,22
,1.0,1,Pcs,1.0,3500.0,162,122,22
,1.0,1,Point,1.0,105000000.0,174,122,22
,1.0,1,Pcs,1.0,8400.0,185,122,22
,1.0,1,Pcs,1.0,28000.0,189,122,22
,1.0,1,Pcs,1.0,17500.0,191,122,22
,1.0,1,Pcs,1.0,5600.0,204,122,22
,1.0,1,Pcs,1.0,14000.0,4,129,22
,1.0,1,Pcs,1.0,14000.0,23,129,22
,1.0,1,Pcs,1.0,3500.0,25,129,22
,1.0,1,Pcs,1.0,7000.0,31,129,22
,1.0,1,Pcs,1.0,3500.0,154,129,22
,1.0,1,Pcs,1.0,2800.0,159,129,22
,1.0,1,Pcs,1.0,3500.0,162,129,22
,1.0,1,Point,1.0,105000000.0,174,129,22
,1.0,1,Pcs,1.0,8400.0,185,129,22
,1.0,1,Pcs,1.0,28000.0,189,129,22
,1.0,1,Pcs,1.0,17500.0,191,129,22
,1.0,1,Pcs,1.0,5600.0,204,129,22
,1.0,1,Pcs,1.0,14000.0,4,136,22
,1.0,1,Pcs,1.0,14000.0,23,136,22
,1.0,1,Pcs,1.0,3500.0,25,136,22
,1.0,1,Pcs,1.0,7000.0,31,136,22
,1.0,1,Pcs,1.0,3500.0,154,136,22
,1.0,1,Pcs,1.0,2800.0,159,136,22
,1.0,1,Pcs,1.0,3500.0,162,136,22
,1.0,1,Point,1.0,105000000.0,174,136,22
,1.0,1,Pcs,1.0,8400.0,185,136,22
,1.0,1,Pcs,1.0,28000.0,189,136,22
,1.0,1,Pcs,1.0,17500.0,191,136,22
,1.0,1,Pcs,1.0,5600.0,204,136,22
,1.0,1,Pcs,1.0,14000.0,4,143,22
,1.0,1,Pcs,1.0,14000.0,23,143,22
,1.0,1,Pcs,1.0,3500.0,25,143,22
,1.0,1,Pcs,1.0,7000.0,31,143,22
,1.0,1,Pcs,1.0,3500.0,154,143,22
,1.0,1,Pcs,1.0,2800.0,159,143,22
,1.0,1,Pcs,1.0,3500.0,162,143,22
,1.0,1,Point,1.0,105000000.0,174,143,22
,1.0,1,Pcs,1.0,8400.0,185,143,22
,1.0,1,Pcs,1.0,28000.0,189,143,22
,1.0,1,Pcs,1.0,17500.0,191,143,22
,1.0,1,Pcs,1.0,5600.0,204,143,22
,1.0,1,Pcs,1.0,14000.0,4,150,22
,1.0,1,Pcs,1.0,14000.0,23,150,22
,1.0,1,Pcs,1.0,3500.0,25,150,22
,1.0,1,Pcs,1.0,7000.0,31,150,22
,1.0,1,Pcs,1.0,3500.0,154,150,22
,1.0,1,Pcs,1.0,2800.0,159,150,22
,1.0,1,Pcs,1.0,3500.0,162,150,22
,1.0,1,Point,1.0,105000000.0,174,150,22
,1.0,1,Pcs,1.0,8400.0,185,150,22
,1.0,1,Pcs,1.0,35000.0,189,150,22
,1.0,1,Pcs,1.0,35000.0,191,150,22
,1.0,1,Pcs,1.0,5600.0,204,150,22
,1.0,1,Pcs,1.0,14000.0,4,157,22
,1.0,1,Pcs,1.0,14000.0,23,157,22
,1.0,1,Pcs,1.0,3500.0,25,157,22
,1.0,1,Pcs,1.0,7000.0,31,157,22
,1.0,1,Pcs,1.0,3500.0,154,157,22
,1.0,1,Pcs,1.0,2800.0,159,157,22
,1.0,1,Pcs,1.0,3500.0,162,157,22
,1.0,1,Point,1.0,105000000.0,174,157,22
,1.0,1,Pcs,1.0,8400.0,185,157,22
,1.0,1,Pcs,1.0,35000.0,189,157,22
,1.0,1,Pcs,1.0,35000.0,191,157,22
,1.0,1,Pcs,1.0,5600.0,204,157,22
,1.0,1,Pcs,1.0,14000.0,4,164,22
,1.0,1,Pcs,1.0,14000.0,23,164,22
,1.0,1,Pcs,1.0,3500.0,25,164,22
,1.0,1,Pcs,1.0,7000.0,31,164,22
,1.0,1,Pcs,1.0,3500.0,154,164,22
,1.0,1,Pcs,1.0,2800.0,159,164,22
,1.0,1,Pcs,1.0,3500.0,162,164,22
,1.0,1,Point,1.0,105000000.0,174,164,22
,1.0,1,Pcs,1.0,8400.0,185,164,22
,1.0,1,Pcs,1.0,35000.0,189,164,22
,1.0,1,Pcs,1.0,35000.0,191,164,22
,1.0,1,Pcs,1.0,5600.0,204,164,22
,1.0,1,Pcs,0.0,0.0,6,72,111
,1.0,1,Pcs,0.0,0.0,9,72,111
,1.0,1,Pcs,0.0,0.0,15,72,111
,1.0,1,Pcs,0.0,0.0,17,72,111
,1.0,1,Pcs,0.0,0.0,60,72,111
,1.0,1,Pcs,0.0,0.0,62,72,111
,1.0,1,Pcs,0.0,0.0,85,72,111
,1.0,1,Pcs,0.0,0.0,87,72,111
,1.0,1,Pcs,0.0,0.0,99,72,111
,1.0,1,Pcs,0.0,0.0,130,72,111
,1.0,1,Pcs,0.0,0.0,131,72,111
,1.0,1,Pcs,0.0,0.0,132,72,111
,1.0,1,Pcs,0.0,0.0,133,72,111
,1.0,1,Pcs,0.0,0.0,134,72,111
,1.0,1,Point,0.0,0.0,181,72,111
,1.0,1,Pcs,0.0,0.0,196,72,111
,1.0,1,Pcs,0.0,0.0,199,72,111
,1.0,1,Pcs,0.0,0.0,202,72,111
,1.0,1,Pcs,1.0,1000.0,6,73,111
,1.0,1,Pcs,1.0,4000.0,9,73,111
,1.0,1,Pcs,1.0,0.0,15,73,111
,1.0,1,Pcs,1.0,1140.0,17,73,111
,1.0,1,Pcs,1.0,500.0,60,73,111
,1.0,1,Pcs,1.0,200.0,62,73,111
,1.0,1,Pcs,1.0,50.0,85,73,111
,1.0,1,Pcs,1.0,200.0,87,73,111
,1.0,1,Pcs,1.0,200.0,99,73,111
,1.0,1,Pcs,1.0,20000.0,130,73,111
,1.0,1,Pcs,1.0,40000.0,131,73,111
,1.0,1,Pcs,1.0,7200.0,132,73,111
,1.0,1,Pcs,1.0,8904.0,133,73,111
,1.0,1,Pcs,1.0,4200.0,134,73,111
,1.0,1,Point,1.0,25237972.0,181,73,111
,1.0,1,Pcs,1.0,20000.0,196,73,111
,1.0,1,Pcs,1.0,15840.0,199,73,111
,1.0,1,Pcs,1.0,34904.0,202,73,111
,1.0,1,Pcs,1.0,1000.0,6,74,111
,1.0,1,Pcs,1.0,4000.0,9,74,111
,1.0,1,Pcs,1.0,906.0,15,74,111
,1.0,1,Pcs,1.0,1200.0,17,74,111
,1.0,1,Pcs,1.0,0.0,60,74,111
,1.0,1,Pcs,1.0,200.0,62,74,111
,1.0,1,Pcs,1.0,50.0,85,74,111
,1.0,1,Pcs,1.0,200.0,87,74,111
,1.0,1,Pcs,1.0,200.0,99,74,111
,1.0,1,Pcs,1.0,10000.0,130,74,111
,1.0,1,Pcs,1.0,40000.0,131,74,111
,1.0,1,Pcs,1.0,7200.0,132,74,111
,1.0,1,Pcs,1.0,14000.0,133,74,111
,1.0,1,Pcs,1.0,4200.0,134,74,111
,1.0,1,Point,1.0,24955964.0,181,74,111
,1.0,1,Pcs,1.0,20000.0,196,74,111
,1.0,1,Pcs,1.0,17306.0,199,74,111
,1.0,1,Pcs,1.0,30000.0,202,74,111
,1.0,1,Pcs,1.0,1000.0,6,75,111
,1.0,1,Pcs,1.0,4000.0,9,75,111
,1.0,1,Pcs,1.0,1200.0,15,75,111
,1.0,1,Pcs,1.0,2400.0,17,75,111
,1.0,1,Pcs,1.0,400.0,60,75,111
,1.0,1,Pcs,1.0,200.0,62,75,111
,1.0,1,Pcs,1.0,50.0,85,75,111
,1.0,1,Pcs,1.0,200.0,87,75,111
,1.0,1,Pcs,1.0,200.0,99,75,111
,1.0,1,Pcs,1.0,20000.0,130,75,111
,1.0,1,Pcs,1.0,40000.0,131,75,111
,1.0,1,Pcs,1.0,3600.0,132,75,111
,1.0,1,Pcs,1.0,14000.0,133,75,111
,1.0,1,Pcs,1.0,0.0,134,75,111
,1.0,1,Point,1.0,25713800.0,181,75,111
,1.0,1,Pcs,1.0,20000.0,196,75,111
,1.0,1,Pcs,1.0,18800.0,199,75,111
,1.0,1,Pcs,1.0,32200.0,202,75,111
,1.0,1,Pcs,1.0,1000.0,6,76,111
,1.0,1,Pcs,1.0,4000.0,9,76,111
,1.0,1,Pcs,1.0,1200.0,15,76,111
,1.0,1,Pcs,1.0,3600.0,17,76,111
,1.0,1,Pcs,1.0,500.0,60,76,111
,1.0,1,Pcs,1.0,200.0,62,76,111
,1.0,1,Pcs,1.0,50.0,85,76,111
,1.0,1,Pcs,1.0,200.0,87,76,111
,1.0,1,Pcs,1.0,200.0,99,76,111
,1.0,1,Pcs,1.0,10000.0,130,76,111
,1.0,1,Pcs,1.0,20000.0,131,76,111
,1.0,1,Pcs,1.0,7200.0,132,76,111
,1.0,1,Pcs,1.0,14000.0,133,76,111
,1.0,1,Pcs,1.0,0.0,134,76,111
,1.0,1,Point,1.0,25471000.0,181,76,111
,1.0,1,Pcs,1.0,0.0,196,76,111
,1.0,1,Pcs,1.0,20000.0,199,76,111
,1.0,1,Pcs,1.0,25800.0,202,76,111
,1.0,1,Pcs,1.0,1000.0,6,77,111
,1.0,1,Pcs,1.0,4000.0,9,77,111
,1.0,1,Pcs,1.0,1200.0,15,77,111
,1.0,1,Pcs,1.0,2400.0,17,77,111
,1.0,1,Pcs,1.0,500.0,60,77,111
,1.0,1,Pcs,1.0,200.0,62,77,111
,1.0,1,Pcs,1.0,50.0,85,77,111
,1.0,1,Pcs,1.0,200.0,87,77,111
,1.0,1,Pcs,1.0,200.0,99,77,111
,1.0,1,Pcs,1.0,20000.0,130,77,111
,1.0,1,Pcs,1.0,80000.0,131,77,111
,1.0,1,Pcs,1.0,7200.0,132,77,111
,1.0,1,Pcs,1.0,14000.0,133,77,111
,1.0,1,Pcs,1.0,4200.0,134,77,111
,1.0,1,Point,1.0,27491200.0,181,77,111
,1.0,1,Pcs,1.0,60000.0,196,77,111
,1.0,1,Pcs,1.0,18800.0,199,77,111
,1.0,1,Pcs,1.0,40000.0,202,77,111
,1.0,1,Pcs,1.0,1000.0,6,78,111
,1.0,1,Pcs,1.0,4000.0,9,78,111
,1.0,1,Pcs,1.0,1200.0,15,78,111
,1.0,1,Pcs,1.0,2592.0,17,78,111
,1.0,1,Pcs,1.0,500.0,60,78,111
,1.0,1,Pcs,1.0,200.0,62,78,111
,1.0,1,Pcs,1.0,50.0,85,78,111
,1.0,1,Pcs,1.0,200.0,87,78,111
,1.0,1,Pcs,1.0,200.0,99,78,111
,1.0,1,Pcs,1.0,20000.0,130,78,111
,1.0,1,Pcs,1.0,80000.0,131,78,111
,1.0,1,Pcs,1.0,7200.0,132,78,111
,1.0,1,Pcs,1.0,14000.0,133,78,111
,1.0,1,Pcs,1.0,2100.0,134,78,111
,1.0,1,Point,1.0,27478108.0,181,78,111
,1.0,1,Pcs,1.0,60000.0,196,78,111
,1.0,1,Pcs,1.0,18992.0,199,78,111
,1.0,1,Pcs,1.0,37900.0,202,78,111
,1.0,1,Pcs,0.0,0.0,6,79,111
,1.0,1,Pcs,0.0,0.0,9,79,111
,1.0,1,Pcs,0.0,0.0,15,79,111
,1.0,1,Pcs,0.0,0.0,17,79,111
,1.0,1,Pcs,0.0,0.0,60,79,111
,1.0,1,Pcs,0.0,0.0,62,79,111
,1.0,1,Pcs,0.0,0.0,85,79,111
,1.0,1,Pcs,0.0,0.0,87,79,111
,1.0,1,Pcs,0.0,0.0,99,79,111
,1.0,1,Pcs,0.0,0.0,130,79,111
,1.0,1,Pcs,0.0,0.0,131,79,111
,1.0,1,Pcs,0.0,0.0,132,79,111
,1.0,1,Pcs,0.0,0.0,133,79,111
,1.0,1,Pcs,0.0,0.0,134,79,111
,1.0,1,Point,0.0,0.0,181,79,111
,1.0,1,Pcs,0.0,0.0,196,79,111
,1.0,1,Pcs,0.0,0.0,199,79,111
,1.0,1,Pcs,0.0,0.0,202,79,111
,1.0,1,Pcs,1.0,1000.0,6,80,111
,1.0,1,Pcs,1.0,4000.0,9,80,111
,1.0,1,Pcs,1.0,1200.0,15,80,111
,1.0,1,Pcs,1.0,2010.0,17,80,111
,1.0,1,Pcs,1.0,500.0,60,80,111
,1.0,1,Pcs,1.0,200.0,62,80,111
,1.0,1,Pcs,1.0,50.0,85,80,111
,1.0,1,Pcs,1.0,200.0,87,80,111
,1.0,1,Pcs,1.0,200.0,99,80,111
,1.0,1,Pcs,1.0,20000.0,130,80,111
,1.0,1,Pcs,1.0,40000.0,131,80,111
,1.0,1,Pcs,1.0,7200.0,132,80,111
,1.0,1,Pcs,1.0,14000.0,133,80,111
,1.0,1,Pcs,1.0,4200.0,134,80,111
,1.0,1,Point,1.0,26525840.0,181,80,111
,1.0,1,Pcs,1.0,20000.0,196,80,111
,1.0,1,Pcs,1.0,18410.0,199,80,111
,1.0,1,Pcs,1.0,40000.0,202,80,111
,1.0,1,Pcs,1.0,1000.0,6,81,111
,1.0,1,Pcs,1.0,4000.0,9,81,111
,1.0,1,Pcs,1.0,1200.0,15,81,111
,1.0,1,Pcs,1.0,3600.0,17,81,111
,1.0,1,Pcs,1.0,500.0,60,81,111
,1.0,1,Pcs,1.0,200.0,62,81,111
,1.0,1,Pcs,1.0,50.0,85,81,111
,1.0,1,Pcs,1.0,200.0,87,81,111
,1.0,1,Pcs,1.0,200.0,99,81,111
,1.0,1,Pcs,1.0,20000.0,130,81,111
,1.0,1,Pcs,1.0,80000.0,131,81,111
,1.0,1,Pcs,1.0,7200.0,132,81,111
,1.0,1,Pcs,1.0,14000.0,133,81,111
,1.0,1,Pcs,1.0,4200.0,134,81,111
,1.0,1,Point,1.0,28000000.0,181,81,111
,1.0,1,Pcs,1.0,60000.0,196,81,111
,1.0,1,Pcs,1.0,20000.0,199,81,111
,1.0,1,Pcs,1.0,40000.0,202,81,111
,1.0,1,Pcs,1.0,1000.0,6,82,111
,1.0,1,Pcs,1.0,4000.0,9,82,111
,1.0,1,Pcs,1.0,1200.0,15,82,111
,1.0,1,Pcs,1.0,3600.0,17,82,111
,1.0,1,Pcs,1.0,500.0,60,82,111
,1.0,1,Pcs,1.0,200.0,62,82,111
,1.0,1,Pcs,1.0,50.0,85,82,111
,1.0,1,Pcs,1.0,200.0,87,82,111
,1.0,1,Pcs,1.0,200.0,99,82,111
,1.0,1,Pcs,1.0,20000.0,130,82,111
,1.0,1,Pcs,1.0,80000.0,131,82,111
,1.0,1,Pcs,1.0,7200.0,132,82,111
,1.0,1,Pcs,1.0,14000.0,133,82,111
,1.0,1,Pcs,1.0,4200.0,134,82,111
,1.0,1,Point,1.0,28000000.0,181,82,111
,1.0,1,Pcs,1.0,60000.0,196,82,111
,1.0,1,Pcs,1.0,20000.0,199,82,111
,1.0,1,Pcs,1.0,40000.0,202,82,111
,1.0,1,Pcs,1.0,1000.0,6,83,111
,1.0,1,Pcs,1.0,4000.0,9,83,111
,1.0,1,Pcs,1.0,1200.0,15,83,111
,1.0,1,Pcs,1.0,3600.0,17,83,111
,1.0,1,Pcs,1.0,500.0,60,83,111
,1.0,1,Pcs,1.0,200.0,62,83,111
,1.0,1,Pcs,1.0,50.0,85,83,111
,1.0,1,Pcs,1.0,200.0,87,83,111
,1.0,1,Pcs,1.0,200.0,99,83,111
,1.0,1,Pcs,1.0,20000.0,130,83,111
,1.0,1,Pcs,1.0,80000.0,131,83,111
,1.0,1,Pcs,1.0,7200.0,132,83,111
,1.0,1,Pcs,1.0,14000.0,133,83,111
,1.0,1,Pcs,1.0,4200.0,134,83,111
,1.0,1,Point,1.0,28000000.0,181,83,111
,1.0,1,Pcs,1.0,60000.0,196,83,111
,1.0,1,Pcs,1.0,20000.0,199,83,111
,1.0,1,Pcs,1.0,40000.0,202,83,111
,1.0,1,Pcs,1.0,1000.0,6,84,111
,1.0,1,Pcs,1.0,4000.0,9,84,111
,1.0,1,Pcs,1.0,1200.0,15,84,111
,1.0,1,Pcs,1.0,3600.0,17,84,111
,1.0,1,Pcs,1.0,500.0,60,84,111
,1.0,1,Pcs,1.0,200.0,62,84,111
,1.0,1,Pcs,1.0,50.0,85,84,111
,1.0,1,Pcs,1.0,200.0,87,84,111
,1.0,1,Pcs,1.0,200.0,99,84,111
,1.0,1,Pcs,1.0,20000.0,130,84,111
,1.0,1,Pcs,1.0,80000.0,131,84,111
,1.0,1,Pcs,1.0,7200.0,132,84,111
,1.0,1,Pcs,1.0,14000.0,133,84,111
,1.0,1,Pcs,1.0,4200.0,134,84,111
,1.0,1,Point,1.0,28000000.0,181,84,111
,1.0,1,Pcs,1.0,60000.0,196,84,111
,1.0,1,Pcs,1.0,20000.0,199,84,111
,1.0,1,Pcs,1.0,40000.0,202,84,111
,1.0,1,Pcs,0.0,0.0,6,85,111
,1.0,1,Pcs,0.0,0.0,9,85,111
,1.0,1,Pcs,0.0,0.0,15,85,111
,1.0,1,Pcs,0.0,0.0,17,85,111
,1.0,1,Pcs,0.0,0.0,60,85,111
,1.0,1,Pcs,0.0,0.0,62,85,111
,1.0,1,Pcs,0.0,0.0,85,85,111
,1.0,1,Pcs,0.0,0.0,87,85,111
,1.0,1,Pcs,0.0,0.0,99,85,111
,1.0,1,Pcs,0.0,0.0,130,85,111
,1.0,1,Pcs,0.0,0.0,131,85,111
,1.0,1,Pcs,0.0,0.0,132,85,111
,1.0,1,Pcs,0.0,0.0,133,85,111
,1.0,1,Pcs,0.0,0.0,134,85,111
,1.0,1,Point,0.0,0.0,181,85,111
,1.0,1,Pcs,0.0,0.0,196,85,111
,1.0,1,Pcs,0.0,0.0,199,85,111
,1.0,1,Pcs,0.0,0.0,202,85,111
,1.0,1,Pcs,0.0,0.0,6,86,111
,1.0,1,Pcs,0.0,0.0,9,86,111
,1.0,1,Pcs,0.0,0.0,15,86,111
,1.0,1,Pcs,0.0,0.0,17,86,111
,1.0,1,Pcs,0.0,0.0,60,86,111
,1.0,1,Pcs,0.0,0.0,62,86,111
,1.0,1,Pcs,0.0,0.0,85,86,111
,1.0,1,Pcs,0.0,0.0,87,86,111
,1.0,1,Pcs,0.0,0.0,99,86,111
,1.0,1,Pcs,0.0,0.0,130,86,111
,1.0,1,Pcs,0.0,0.0,131,86,111
,1.0,1,Pcs,0.0,0.0,132,86,111
,1.0,1,Pcs,0.0,0.0,133,86,111
,1.0,1,Pcs,0.0,0.0,134,86,111
,1.0,1,Point,0.0,0.0,181,86,111
,1.0,1,Pcs,0.0,0.0,196,86,111
,1.0,1,Pcs,0.0,0.0,199,86,111
,1.0,1,Pcs,0.0,0.0,202,86,111
,1.0,1,Pcs,0.0,0.0,6,87,111
,1.0,1,Pcs,0.0,0.0,9,87,111
,1.0,1,Pcs,0.0,0.0,15,87,111
,1.0,1,Pcs,0.0,0.0,17,87,111
,1.0,1,Pcs,0.0,0.0,60,87,111
,1.0,1,Pcs,0.0,0.0,62,87,111
,1.0,1,Pcs,0.0,0.0,85,87,111
,1.0,1,Pcs,0.0,0.0,87,87,111
,1.0,1,Pcs,0.0,0.0,99,87,111
,1.0,1,Pcs,0.0,0.0,130,87,111
,1.0,1,Pcs,0.0,0.0,131,87,111
,1.0,1,Pcs,0.0,0.0,132,87,111
,1.0,1,Pcs,0.0,0.0,133,87,111
,1.0,1,Pcs,0.0,0.0,134,87,111
,1.0,1,Point,0.0,0.0,181,87,111
,1.0,1,Pcs,0.0,0.0,196,87,111
,1.0,1,Pcs,0.0,0.0,199,87,111
,1.0,1,Pcs,0.0,0.0,202,87,111
,1.0,1,Pcs,0.0,0.0,6,88,111
,1.0,1,Pcs,0.0,0.0,9,88,111
,1.0,1,Pcs,0.0,0.0,15,88,111
,1.0,1,Pcs,0.0,0.0,17,88,111
,1.0,1,Pcs,0.0,0.0,60,88,111
,1.0,1,Pcs,0.0,0.0,62,88,111
,1.0,1,Pcs,0.0,0.0,85,88,111
,1.0,1,Pcs,0.0,0.0,87,88,111
,1.0,1,Pcs,0.0,0.0,99,88,111
,1.0,1,Pcs,0.0,0.0,130,88,111
,1.0,1,Pcs,0.0,0.0,131,88,111
,1.0,1,Pcs,0.0,0.0,132,88,111
,1.0,1,Pcs,0.0,0.0,133,88,111
,1.0,1,Pcs,0.0,0.0,134,88,111
,1.0,1,Point,0.0,0.0,181,88,111
,1.0,1,Pcs,0.0,0.0,196,88,111
,1.0,1,Pcs,0.0,0.0,199,88,111
,1.0,1,Pcs,0.0,0.0,202,88,111
,1.0,1,Pcs,0.0,0.0,6,89,111
,1.0,1,Pcs,0.0,0.0,9,89,111
,1.0,1,Pcs,0.0,0.0,15,89,111
,1.0,1,Pcs,0.0,0.0,17,89,111
,1.0,1,Pcs,0.0,0.0,60,89,111
,1.0,1,Pcs,0.0,0.0,62,89,111
,1.0,1,Pcs,0.0,0.0,85,89,111
,1.0,1,Pcs,0.0,0.0,87,89,111
,1.0,1,Pcs,0.0,0.0,99,89,111
,1.0,1,Pcs,0.0,0.0,130,89,111
,1.0,1,Pcs,0.0,0.0,131,89,111
,1.0,1,Pcs,0.0,0.0,132,89,111
,1.0,1,Pcs,0.0,0.0,133,89,111
,1.0,1,Pcs,0.0,0.0,134,89,111
,1.0,1,Point,0.0,0.0,181,89,111
,1.0,1,Pcs,0.0,0.0,196,89,111
,1.0,1,Pcs,0.0,0.0,199,89,111
,1.0,1,Pcs,0.0,0.0,202,89,111
,1.0,1,Pcs,1.0,1000.0,6,90,111
,1.0,1,Pcs,1.0,4000.0,9,90,111
,1.0,1,Pcs,1.0,1200.0,15,90,111
,1.0,1,Pcs,1.0,3600.0,17,90,111
,1.0,1,Pcs,1.0,500.0,60,90,111
,1.0,1,Pcs,1.0,200.0,62,90,111
,1.0,1,Pcs,1.0,50.0,85,90,111
,1.0,1,Pcs,1.0,200.0,87,90,111
,1.0,1,Pcs,1.0,200.0,99,90,111
,1.0,1,Pcs,1.0,20000.0,130,90,111
,1.0,1,Pcs,1.0,80000.0,131,90,111
,1.0,1,Pcs,1.0,7200.0,132,90,111
,1.0,1,Pcs,1.0,14000.0,133,90,111
,1.0,1,Pcs,1.0,4200.0,134,90,111
,1.0,1,Point,1.0,28000000.0,181,90,111
,1.0,1,Pcs,1.0,60000.0,196,90,111
,1.0,1,Pcs,1.0,20000.0,199,90,111
,1.0,1,Pcs,1.0,40000.0,202,90,111
,1.0,1,Pcs,1.0,1000.0,6,91,111
,1.0,1,Pcs,1.0,4000.0,9,91,111
,1.0,1,Pcs,1.0,1200.0,15,91,111
,1.0,1,Pcs,1.0,3600.0,17,91,111
,1.0,1,Pcs,1.0,500.0,60,91,111
,1.0,1,Pcs,1.0,200.0,62,91,111
,1.0,1,Pcs,1.0,50.0,85,91,111
,1.0,1,Pcs,1.0,200.0,87,91,111
,1.0,1,Pcs,1.0,200.0,99,91,111
,1.0,1,Pcs,1.0,20000.0,130,91,111
,1.0,1,Pcs,1.0,80000.0,131,91,111
,1.0,1,Pcs,1.0,7200.0,132,91,111
,1.0,1,Pcs,1.0,14000.0,133,91,111
,1.0,1,Pcs,1.0,4200.0,134,91,111
,1.0,1,Point,1.0,28000000.0,181,91,111
,1.0,1,Pcs,1.0,60000.0,196,91,111
,1.0,1,Pcs,1.0,20000.0,199,91,111
,1.0,1,Pcs,1.0,40000.0,202,91,111
,1.0,1,Pcs,1.0,1000.0,6,92,111
,1.0,1,Pcs,1.0,4000.0,9,92,111
,1.0,1,Pcs,1.0,1200.0,15,92,111
,1.0,1,Pcs,1.0,3600.0,17,92,111
,1.0,1,Pcs,1.0,500.0,60,92,111
,1.0,1,Pcs,1.0,200.0,62,92,111
,1.0,1,Pcs,1.0,50.0,85,92,111
,1.0,1,Pcs,1.0,200.0,87,92,111
,1.0,1,Pcs,1.0,200.0,99,92,111
,1.0,1,Pcs,1.0,20000.0,130,92,111
,1.0,1,Pcs,1.0,80000.0,131,92,111
,1.0,1,Pcs,1.0,7200.0,132,92,111
,1.0,1,Pcs,1.0,14000.0,133,92,111
,1.0,1,Pcs,1.0,4200.0,134,92,111
,1.0,1,Point,1.0,28000000.0,181,92,111
,1.0,1,Pcs,1.0,60000.0,196,92,111
,1.0,1,Pcs,1.0,20000.0,199,92,111
,1.0,1,Pcs,1.0,40000.0,202,92,111
,1.0,1,Pcs,1.0,1000.0,6,93,111
,1.0,1,Pcs,1.0,4000.0,9,93,111
,1.0,1,Pcs,1.0,1200.0,15,93,111
,1.0,1,Pcs,1.0,3600.0,17,93,111
,1.0,1,Pcs,1.0,500.0,60,93,111
,1.0,1,Pcs,1.0,200.0,62,93,111
,1.0,1,Pcs,1.0,50.0,85,93,111
,1.0,1,Pcs,1.0,200.0,87,93,111
,1.0,1,Pcs,1.0,200.0,99,93,111
,1.0,1,Pcs,1.0,20000.0,130,93,111
,1.0,1,Pcs,1.0,80000.0,131,93,111
,1.0,1,Pcs,1.0,7200.0,132,93,111
,1.0,1,Pcs,1.0,14000.0,133,93,111
,1.0,1,Pcs,1.0,4200.0,134,93,111
,1.0,1,Point,1.0,28000000.0,181,93,111
,1.0,1,Pcs,1.0,60000.0,196,93,111
,1.0,1,Pcs,1.0,20000.0,199,93,111
,1.0,1,Pcs,1.0,40000.0,202,93,111
,1.0,1,Pcs,1.0,1000.0,6,94,111
,1.0,1,Pcs,1.0,4000.0,9,94,111
,1.0,1,Pcs,1.0,1200.0,15,94,111
,1.0,1,Pcs,1.0,3600.0,17,94,111
,1.0,1,Pcs,1.0,500.0,60,94,111
,1.0,1,Pcs,1.0,200.0,62,94,111
,1.0,1,Pcs,1.0,50.0,85,94,111
,1.0,1,Pcs,1.0,200.0,87,94,111
,1.0,1,Pcs,1.0,200.0,99,94,111
,1.0,1,Pcs,1.0,20000.0,130,94,111
,1.0,1,Pcs,1.0,80000.0,131,94,111
,1.0,1,Pcs,1.0,7200.0,132,94,111
,1.0,1,Pcs,1.0,14000.0,133,94,111
,1.0,1,Pcs,1.0,4200.0,134,94,111
,1.0,1,Point,1.0,28000000.0,181,94,111
,1.0,1,Pcs,1.0,60000.0,196,94,111
,1.0,1,Pcs,1.0,20000.0,199,94,111
,1.0,1,Pcs,1.0,40000.0,202,94,111
,1.0,1,Pcs,1.0,1000.0,6,95,111
,1.0,1,Pcs,1.0,4000.0,9,95,111
,1.0,1,Pcs,1.0,1200.0,15,95,111
,1.0,1,Pcs,1.0,3600.0,17,95,111
,1.0,1,Pcs,1.0,500.0,60,95,111
,1.0,1,Pcs,1.0,200.0,62,95,111
,1.0,1,Pcs,1.0,50.0,85,95,111
,1.0,1,Pcs,1.0,200.0,87,95,111
,1.0,1,Pcs,1.0,200.0,99,95,111
,1.0,1,Pcs,1.0,20000.0,130,95,111
,1.0,1,Pcs,1.0,80000.0,131,95,111
,1.0,1,Pcs,1.0,7200.0,132,95,111
,1.0,1,Pcs,1.0,14000.0,133,95,111
,1.0,1,Pcs,1.0,4200.0,134,95,111
,1.0,1,Point,1.0,28000000.0,181,95,111
,1.0,1,Pcs,1.0,60000.0,196,95,111
,1.0,1,Pcs,1.0,20000.0,199,95,111
,1.0,1,Pcs,1.0,40000.0,202,95,111
,1.0,1,Pcs,1.0,1000.0,6,96,111
,1.0,1,Pcs,1.0,4000.0,9,96,111
,1.0,1,Pcs,1.0,1200.0,15,96,111
,1.0,1,Pcs,1.0,3600.0,17,96,111
,1.0,1,Pcs,1.0,500.0,60,96,111
