plant,proportion,start_date,end_date,cumulate_production,inclusive,item_code
64,100.0,42,48,0,1,175
64,100.0,91,119,0,1,175
64,100.0,70,76,0,1,175
64,100.0,23,27,5,1,175
64,100.0,49,55,0,1,175
64,100.0,35,41,0,1,175
64,100.0,56,62,0,1,175
64,100.0,63,69,0,1,175
13,100.0,91,119,0,1,142
13,100.0,42,48,0,1,142
13,100.0,23,27,200,1,142
13,100.0,35,41,0,1,142
13,100.0,77,83,0,1,142
13,100.0,63,69,0,1,142
13,100.0,49,55,0,1,142
13,100.0,28,34,800,1,142
13,100.0,84,90,0,1,142
13,100.0,56,62,0,1,142
13,100.0,70,76,0,1,142
64,100.0,84,90,0,1,252
64,100.0,42,48,0,1,252
64,100.0,28,34,0,1,252
64,100.0,91,119,0,1,252
64,100.0,23,27,0,1,252
64,100.0,63,69,0,1,252
64,100.0,49,55,0,1,252
64,100.0,35,41,0,1,252
64,100.0,56,62,0,1,252
64,100.0,70,76,0,1,252
64,100.0,77,83,0,1,252
64,100.0,84,90,0,1,140
64,100.0,63,69,0,1,140
64,100.0,77,83,0,1,140
64,100.0,56,62,0,1,140
64,100.0,49,55,0,1,140
64,100.0,35,41,0,1,140
64,100.0,28,34,0,1,140
64,100.0,23,27,0,1,140
64,100.0,91,119,0,1,140
64,100.0,42,48,0,1,140
64,100.0,70,76,0,1,140
50,100.0,70,76,0,1,56
50,100.0,56,62,0,1,56
50,100.0,28,34,0,1,56
50,100.0,91,119,0,1,56
50,100.0,23,27,0,1,56
50,100.0,35,41,0,1,56
50,100.0,49,55,0,1,56
50,100.0,42,48,0,1,56
50,100.0,84,90,0,1,56
50,100.0,63,69,0,1,56
50,100.0,77,83,0,1,56
50,90.0,56,62,0,1,54
126,10.0,56,62,0,1,54
50,100.0,42,48,100000,1,54
126,0.0,42,48,0,1,54
50,100.0,35,41,300000,1,54
126,0.0,35,41,0,1,54
50,90.0,77,83,0,1,54
126,10.0,77,83,0,1,54
50,90.0,91,119,0,1,54
126,10.0,91,119,0,1,54
50,100.0,49,55,0,1,54
126,0.0,49,55,0,1,54
50,90.0,70,76,0,1,54
126,10.0,70,76,0,1,54
50,100.0,28,34,480815,1,54
126,0.0,28,34,100000,1,54
50,100.0,23,27,835774,1,54
126,0.0,23,27,0,1,54
50,90.0,63,69,0,1,54
126,10.0,63,69,0,1,54
50,90.0,84,90,0,1,54
126,10.0,84,90,0,1,54
64,100.0,42,48,0,1,78
64,100.0,84,90,0,1,78
64,100.0,49,55,0,1,78
64,100.0,23,27,0,1,78
64,100.0,63,69,0,1,78
64,100.0,56,62,0,1,78
64,100.0,28,34,0,1,78
64,100.0,70,76,0,1,78
64,100.0,91,119,0,1,78
64,100.0,35,41,0,1,78
64,100.0,77,83,0,1,78
64,100.0,42,48,0,1,35
64,100.0,28,34,0,1,35
64,100.0,56,62,0,1,35
64,100.0,49,55,0,1,35
64,100.0,23,27,0,1,35
64,100.0,63,69,0,1,35
64,100.0,84,90,0,1,35
64,100.0,35,41,0,1,35
64,100.0,70,76,0,1,35
64,100.0,77,83,0,1,35
64,100.0,91,119,0,1,35
64,100.0,56,62,0,1,479
64,100.0,35,41,0,1,479
64,100.0,91,119,0,1,479
64,100.0,84,90,0,1,479
64,100.0,23,27,0,1,479
64,100.0,49,55,0,1,479
64,100.0,77,83,0,1,479
64,100.0,63,69,0,1,479
64,100.0,42,48,0,1,479
64,100.0,28,34,0,1,479
64,100.0,70,76,0,1,479
169,100.0,77,83,0,1,160
169,100.0,28,34,0,1,160
169,100.0,35,41,0,1,160
169,100.0,23,27,70,1,160
169,100.0,91,119,0,1,160
169,100.0,70,76,0,1,160
169,100.0,56,62,0,1,160
169,100.0,84,90,0,1,160
169,100.0,63,69,0,1,160
169,100.0,49,55,0,1,160
169,100.0,42,48,0,1,160
126,70.0,49,55,0,1,48
50,30.0,49,55,0,1,48
126,70.0,56,62,0,1,48
50,30.0,56,62,0,1,48
126,70.0,35,41,338688,1,48
50,30.0,35,41,23520,1,48
126,70.0,28,34,583296,1,48
50,30.0,28,34,235200,1,48
126,70.0,91,119,0,1,48
50,30.0,91,119,0,1,48
126,70.0,42,48,75264,1,48
50,30.0,42,48,0,1,48
126,70.0,84,90,0,1,48
50,30.0,84,90,0,1,48
126,90.0,23,27,696192,1,48
50,10.0,23,27,94080,1,48
126,70.0,63,69,0,1,48
50,30.0,63,69,0,1,48
126,70.0,77,83,0,1,48
50,30.0,77,83,0,1,48
126,70.0,70,76,0,1,48
50,30.0,70,76,0,1,48
13,100.0,42,48,0,1,143
13,100.0,84,90,0,1,143
13,100.0,77,83,0,1,143
13,100.0,23,27,7000,1,143
13,100.0,28,34,600,1,143
13,100.0,70,76,0,1,143
13,100.0,56,62,0,1,143
13,100.0,35,41,0,1,143
13,100.0,49,55,0,1,143
13,100.0,91,119,0,1,143
13,100.0,63,69,0,1,143
64,100.0,56,62,0,1,256
64,100.0,91,119,0,1,256
64,100.0,35,41,0,1,256
64,100.0,49,55,0,1,256
64,100.0,84,90,0,1,256
64,100.0,28,34,0,1,256
64,100.0,70,76,0,1,256
64,100.0,42,48,0,1,256
64,100.0,77,83,0,1,256
64,100.0,23,27,0,1,256
64,100.0,63,69,0,1,256
64,100.0,28,34,0,1,156
64,100.0,56,62,0,1,156
64,100.0,84,90,0,1,156
64,100.0,23,27,0,1,156
64,100.0,49,55,0,1,156
64,100.0,70,76,0,1,156
64,100.0,77,83,0,1,156
64,100.0,35,41,0,1,156
64,100.0,63,69,0,1,156
64,100.0,91,119,0,1,156
64,100.0,42,48,0,1,156
64,100.0,70,76,0,1,592
64,100.0,35,41,0,1,592
64,100.0,77,83,0,1,592
64,100.0,63,69,0,1,592
64,100.0,84,90,0,1,592
64,100.0,23,27,100,1,592
64,100.0,49,55,0,1,592
64,100.0,91,119,0,1,592
64,100.0,56,62,0,1,592
64,100.0,28,34,300,1,592
64,100.0,42,48,0,1,592
64,100.0,56,62,0,1,262
64,100.0,28,34,0,1,262
64,100.0,42,48,0,1,262
64,100.0,63,69,0,1,262
64,100.0,77,83,0,1,262
64,100.0,70,76,0,1,262
64,100.0,91,119,0,1,262
64,100.0,49,55,0,1,262
64,100.0,35,41,0,1,262
64,100.0,23,27,0,1,262
64,100.0,84,90,0,1,262
50,30.0,77,83,0,1,52
126,70.0,77,83,0,1,52
50,30.0,84,90,0,1,52
126,70.0,84,90,0,1,52
50,30.0,56,62,0,1,52
126,70.0,56,62,0,1,52
50,30.0,42,48,0,1,52
126,70.0,42,48,0,1,52
50,30.0,28,34,0,1,52
126,70.0,28,34,0,1,52
50,30.0,63,69,0,1,52
126,70.0,63,69,0,1,52
50,30.0,91,119,0,1,52
126,70.0,91,119,0,1,52
50,5.0,23,27,23520,1,52
126,95.0,23,27,0,1,52
50,30.0,49,55,0,1,52
126,70.0,49,55,0,1,52
50,30.0,70,76,0,1,52
126,70.0,70,76,0,1,52
50,30.0,35,41,0,1,52
126,70.0,35,41,0,1,52
64,100.0,63,69,0,1,225
64,100.0,42,48,0,1,225
64,100.0,77,83,0,1,225
64,100.0,35,41,0,1,225
64,100.0,56,62,0,1,225
64,100.0,84,90,0,1,225
64,100.0,70,76,0,1,225
64,100.0,28,34,0,1,225
64,100.0,49,55,0,1,225
64,100.0,91,119,0,1,225
64,100.0,23,27,0,1,225
64,100.0,63,69,0,1,40
64,100.0,70,76,0,1,40
64,100.0,42,48,0,1,40
64,100.0,28,34,0,1,40
64,100.0,91,119,0,1,40
64,100.0,56,62,0,1,40
64,100.0,77,83,0,1,40
64,100.0,49,55,0,1,40
64,100.0,23,27,100,1,40
64,100.0,84,90,0,1,40
64,100.0,35,41,0,1,40
64,100.0,70,76,0,1,90
64,100.0,77,83,0,1,90
64,100.0,28,34,0,1,90
64,100.0,49,55,0,1,90
64,100.0,35,41,0,1,90
64,100.0,84,90,0,1,90
64,100.0,23,27,1,1,90
64,100.0,63,69,0,1,90
64,100.0,91,119,0,1,90
64,100.0,56,62,0,1,90
64,100.0,42,48,0,1,90
64,100.0,77,83,0,1,268
64,100.0,23,27,4,1,268
64,100.0,49,55,0,1,268
64,100.0,35,41,0,1,268
64,100.0,42,48,0,1,268
64,100.0,28,34,0,1,268
64,100.0,91,119,0,1,268
64,100.0,70,76,0,1,268
64,100.0,84,90,0,1,268
64,100.0,63,69,0,1,268
64,100.0,56,62,0,1,268
64,100.0,42,48,0,1,264
64,100.0,49,55,0,1,264
64,100.0,91,119,0,1,264
64,100.0,77,83,0,1,264
64,100.0,84,90,0,1,264
64,100.0,63,69,0,1,264
64,100.0,35,41,0,1,264
64,100.0,28,34,0,1,264
64,100.0,23,27,0,1,264
64,100.0,56,62,0,1,264
64,100.0,70,76,0,1,264
119,20.0,23,119,0,0,71
17,80.0,23,119,690,0,71
228,100.0,23,119,0,0,640
228,100.0,23,119,0,0,639
118,20.0,23,119,1960,0,69
17,80.0,23,119,2269,0,69
53,30.0,23,119,460,0,4124
55,70.0,23,119,0,0,4124
17,80.0,23,119,830,0,73
119,20.0,23,119,0,0,73
228,100.0,23,119,0,0,641
55,100.0,23,119,1030,0,4121
55,70.0,23,119,0,0,4126
138,30.0,23,119,0,0,4126
53,40.0,23,119,2100,0,4141
196,60.0,23,119,10600,0,4141
119,20.0,23,119,0,0,72
17,80.0,23,119,690,0,72
119,20.0,23,119,0,0,74
17,80.0,23,119,830,0,74
17,100.0,23,119,1985,0,68
228,100.0,23,119,120000,0,642
55,100.0,23,119,0,0,4173
55,100.0,23,119,0,0,4134
55,100.0,23,119,0,0,4128
17,100.0,23,119,0,0,149
